Sample,Number,Size (mm),Weight (g in shell),Observations,Tissue Type,Storage,Room
42315SM24,6,24,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SM24,7,31,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SM24,8,24,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NC,1,35,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NC,2,34,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NC,3,31,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NC,4,42,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NC,5,23,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NC,6,31,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NC,7,41,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NC,8,25,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HC,1,19,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HC,2,26,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HC,3,22,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HC,4,35,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HC,5,28,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HC,6,23,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HC,7,22,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HC,8,24,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SC,1,24,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SC,2,37,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SC,3,30,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SC,4,23,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SC,5,30,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SC,6,33,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SC,7,27,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SC,8,25,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
